glass	crystal	0.65784866
task	woman	0.411262
house	barn	0.81638587
vision	perception	0.89139515
box	hat	0.62911314
metal	aluminum	0.88897127
doctor	orthodontist	0.6110195
letter	paragraph	0.5175673
man	child	0.5946872
home	state	0.4650493
mink	fur	0.41195446
mother	wife	0.77787393
child	adult	0.79208726
fee	payment	0.86147046
milk	juice	0.816951
cup	cone	0.9074157
book	article	0.75664526
money	capital	0.44678962
body	shoulder	0.64439744
cheek	tongue	0.9174182
father	brother	0.73379666
book	information	0.3018749
appointment	engagement	0.73490477
gun	knife	0.7747857
meat	sandwich	0.7602421
birthday	year	0.3916845
formula	equation	0.87395376
wire	cord	0.8745047
car	hose	0.5353461
room	bath	0.69844496
rice	bean	0.927122
crime	fraud	0.4804327
disease	infection	0.78228617
winner	presence	-0.014326667
atom	carbon	0.8107785
shore	coast	0.88436425
argument	agreement	0.54819727
administration	management	0.7203354
idea	scheme	0.42743692
task	highway	0.3537786
water	salt	0.6936643
blood	marrow	0.7486262
cereal	wheat	0.8337118
belief	concept	0.6543098
pupil	president	0.5632078
wood	log	0.8279876
steak	meat	0.8439039
day	morning	0.7453292
fraternity	door	0.41023815
tin	metal	0.68989724
king	princess	0.64735216
ballad	song	0.83976436
tobacco	cigarette	0.7414771
dreary	dull	0.86742175
different	normal	0.7122157
insane	crazy	0.7248034
smart	dumb	0.72674435
smart	intelligent	0.6514875
weird	strange	0.713153
delightful	wonderful	0.838223
crucial	important	0.5396507
terrific	mad	0.48901105
kill	choke	0.46610704
go	come	0.78609866
cooperate	participate	0.5992893
become	appear	0.4866302
say	verify	0.34728408
make	earn	0.9217617
come	attend	0.4837948
save	protect	0.36253548
advise	recommend	0.67777836
remind	sell	0.7608669
leave	enter	0.83344656
know	believe	0.68493915
lose	fail	0.5063635
assume	predict	0.63593763
get	remain	0.47939193
discuss	explain	0.6638621
learn	evaluate	0.5322331
keep	borrow	0.80299217
activity	movement	0.6673736
story	topic	0.536155
game	trick	0.66961026
anger	fury	0.8177151
bell	door	0.5658124
course	stomach	0.42034402
molecule	air	0.68578225
baby	daughter	0.6013548
ball	cannon	0.6868762
day	dawn	0.78211427
pact	agreement	0.84706736
street	alley	0.74545616
beauty	age	0.3201716
worker	employer	0.62383
god	spirit	0.8285938
illness	infection	0.7581833
cancer	sickness	0.6451099
snow	storm	0.69694275
navy	army	0.78084403
school	grade	0.61581653
word	page	0.4837017
bed	crib	0.76325667
bean	coffee	0.73927885
yard	inch	0.763602
adult	baby	0.8008635
tree	maple	0.5222287
date	calendar	0.59096014
word	clue	0.601522
attorney	lawyer	0.87556696
bread	cheese	0.86602783
belief	opinion	0.7415314
sun	sky	0.87678105
beach	sea	0.640167
aisle	hallway	0.3132915
hand	thumb	0.74460864
winter	season	0.7808504
sorrow	shame	0.8986691
couch	baseball	0.35864457
body	nerve	0.5817209
violin	instrument	0.8307919
island	task	0.31794956
attitude	confidence	0.79640186
world	globe	0.4938986
winter	summer	0.8644311
people	gun	0.18293805
college	class	0.782309
dad	mother	0.668462
father	daughter	0.73412985
man	husband	0.4986707
door	floor	0.72231764
winner	goal	0.43508336
chemistry	theory	0.7614529
newspaper	information	0.33151746
long	narrow	0.7494944
afraid	anxious	0.5589332
formal	proper	0.6961305
bold	proud	0.3529476
guilty	ashamed	0.83104914
certain	sure	0.8947195
harsh	cruel	0.7640079
dumb	intelligent	0.7670371
fragile	frigid	0.72812927
please	plead	0.7426234
gather	meet	0.64596915
absorb	withdraw	0.9022618
give	put	0.41674605
want	choose	0.4951516
keep	protect	0.5964944
bring	complain	0.5978142
choose	elect	0.791477
add	build	0.4163709
bring	restore	0.7438234
investigate	pursue	0.5715399
ask	pray	0.50623554
give	borrow	0.75051445
accept	recommend	0.6103554
speak	hear	0.6958932
acquire	obtain	0.63585645
multiply	divide	0.92931646
begin	go	0.36542574
mother	guardian	0.58993196
august	month	0.45500895
journey	trip	0.7921279
supper	meal	0.69642276
ball	costume	0.46280405
wine	brandy	0.86635214
alcohol	wine	0.5486898
body	spine	0.6316193
man	victor	0.36159647
hill	cliff	0.7533344
night	dawn	0.64966065
medium	news	0.3304526
sunset	evening	0.64646584
nose	mouth	0.8923647
doctor	temper	0.37602302
bottom	side	0.57306755
composer	writer	0.7989769
door	kitchen	0.66015834
boy	kid	0.69106185
mouse	cat	0.7470016
tower	bell	0.6720594
night	day	0.76605517
alcohol	gin	0.5048789
hand	foot	0.7865911
rail	fence	0.8108431
blood	flesh	0.7923695
bath	balloon	0.60146135
hat	coat	0.5853935
noise	rattle	0.65503186
book	story	0.63541424
club	society	0.73825663
clothes	closet	0.68013227
machine	engine	0.67866474
politician	president	0.6275366
mud	dirt	0.82523924
lake	swamp	0.87990046
dentist	colonel	0.5159974
